outer_fold,alpha,fold_01_loss,fold_02_loss,fold_03_loss,fold_04_loss,fold_05_loss,mean_inner_fitness,median_inner_fitness,outer_test_used
13,0.0001,5.066921099317744,0.20584915464786735,0.574756716846516,0.2719948999084866,0.8970241825918572,1.4033092106624943,0.574756716846516,False
13,0.001,4.996761549153465,0.197645508789841,0.5614416098818641,0.26477700442012664,0.8719905101536206,1.3785232364797837,0.5614416098818641,False
13,0.01,4.4094341170012585,0.15085688765822827,0.45785291137675727,0.21495741893292125,0.7141039107230566,1.1894410491384444,0.45785291137675727,False
13,0.1,2.327605026906759,0.07817297108516941,0.18968398714652993,0.10317498864793843,0.31114501737404704,0.6019563982320888,0.18968398714652993,False
13,1.0,0.9235523498437681,0.06685778520386479,0.10823655291425535,0.05740228462379088,0.11204324258075223,0.2536184430332863,0.10823655291425535,False
13,10.0,0.9797790175401099,0.14186401536387203,0.14002386875125789,0.0634797744722552,0.15449820297418787,0.2959289758203366,0.14186401536387203,False
13,100.0,1.2848069556805188,0.38432923226415416,0.18725676270717645,0.08931986487728072,0.5031851778004883,0.48977959866592374,0.38432923226415416,False
13,1000.0,2.6347280138486195,1.6100792870426104,0.3680142266139745,0.3081182534886981,0.9523149614836564,1.1746509484955117,0.9523149614836564,False
13,10000.0,3.5971242173874955,2.427406881006214,0.49109817156256785,0.4687657394325,1.1304020434736983,1.622959410572495,1.1304020434736983,False
14,0.0001,7.19256293672324,0.14264664674183897,0.5145604534985451,0.3278967173759233,0.719508131096621,1.7794349770872337,0.5145604534985451,False
14,0.001,7.145413699079403,0.1408710104283118,0.5005726602593121,0.3191273216592366,0.7051140186796961,1.7622197420211918,0.5005726602593121,False
14,0.01,6.717393799919442,0.1271692096251203,0.3973485470388039,0.2585196049813882,0.6004010214211453,1.6201664365971797,0.3973485470388039,False
14,0.1,4.535970003143348,0.07794666362912654,0.1657053164697911,0.12228881108825033,0.29812198607443985,1.040006556080991,0.1657053164697911,False
14,1.0,1.7893850324858154,0.06892896576642296,0.10975557307691283,0.06740254328708388,0.13222243288993676,0.4335389095012344,0.10975557307691283,False
14,10.0,1.1239455866322656,0.15623570597483333,0.13206230278934594,0.07853663618262766,0.14605246203525038,0.3273665387228646,0.14605246203525038,False
14,100.0,1.2631725504296512,0.4040197138914749,0.1716203275463608,0.12482411559632575,0.49441028264164666,0.4916093980210919,0.4040197138914749,False
